0	nuclear club
0	projection
0	worries
0	provocative enough
0	has already warned
0	stolen
1	therefore
0	the doubts
0	does not follow
0	does not reflect
1	immediate support
1	supported
0	little one can do about it
0	dirty money
0	deals a stinging slap on the face
0	assassinate' the rights
1	resistance
0	they may no longer stand shoulder to shoulder
1	has called on
0	powerful compulsions it is apparently labouring under
0	only got worse
0	axis of evil
1	excellent
1	good guests
0	current understanding
0	has accused
1	were even more full of praise
0	charged
1	testimony of
0	lying on a stove
0	am shocked
0	was an affront to the muslim people
0	major
0	rotting in afghan jails
1	would not dilute
0	that was horrible
0	boasts
0	has written the name of moscow on the registration page of the american side
1	the support
0	should be viewed in its true perspective
0	concerns
0	strong opposition
0	mouthy
0	warned
0	no one has the right to wage war against the history of this nation
1	timely
1	free and independent state
0	such a concept gets us nowhere
0	despite
1	approval
0	as if it was a greek cypriot republic
0	wants
0	no longer fit
1	huge excitement
0	was unconstitutional
0	wrong
1	have been endeavoring to prevent
0	one sided
1	give up
0	absurd
0	rising tension
0	resentment
0	were not prepared
0	to elicit much support abroad
0	rejected
0	victim of terrorism
0	retaliate
0	a group of arab and israeli peace activists , who wanted to bring food to ramallah , is expelled
0	quite the contrary
0	snapped at
0	under the pretext of the fight against terrorism
0	would be unjust and counterproductive
0	one of the most terrible
0	vowed
1	more heterogeneous
0	criticizing
0	do not agree
0	badly
0	would exert excessive influence
1	would lay the firm foundations
1	been approved
1	faithful to
0	have been critical of
0	disruption of peace for mankind
1	patriotism
1	unlikely to affect
0	the common enemy
1	hopes that were raised
0	how can
1	popular support
1	most promising
0	ignored
1	de escalation
0	failed policies
0	lumping
1	support
0	stubborn enough
0	potential problem
0	every sector 's possibilities
0	does not appear
1	the support of
0	do not like
0	claimed
1	triumph for human rights
0	would not like
0	proof that international law protects human beings
0	several different disputes
1	are strengthening his country 's appetite for a public campaign for change
0	as he calls it
0	resumed their anti american tirade
0	based on its terms
0	bad treatment
1	would want
0	be difficult
0	blatant campaign of intimidation
0	state terrorism
0	pretext
0	developed a habit of
0	oppose
0	warning
0	is accusing
0	does not qualify for any of the laws
1	package of recommendations
1	has pursued
1	through peaceful means
0	for no reason
0	questioned
0	one sided , self righteous policy
0	firm opposition
0	seems
1	democratic
1	have also agreed
0	a lot better than they are
0	incapable
0	backlash of adverse reactions
0	backdrop of uncertainty
0	the destruction
1	praised
1	pride
1	rescue
0	has no consensus
0	prevalent assumption
0	combative talk
1	must think
0	reclusive `stalinist' state
0	has come under fire
0	decided
1	was applauded
0	the charges were not just fabricated
0	was worried
0	greatest fear
0	the fire is raging at home
0	unwarranted
1	favourable
0	refusal to respect its obligations
0	locking them up in cages
0	is trying to move the goal posts to disenfranchise people
1	support
0	at the expense
1	implicitly asking
1	relatively calm
0	and yet it was unable , despite all its forces , weapons , and measures , to achieve full and comprehensive quiet
1	planning called for
1	backing
1	as a human being
0	expressed concern
0	denied
0	seizes a weeping globe in his monster size hands
1	want
0	jeopardizing
0	insulting
0	provocation
1	to approve
1	was agreed upon
1	expressed support
1	aim
1	want to ask
0	flavour of conspiracy
0	sharp divisions
0	running my ass off chasing you guys around
0	defiant
0	even went so far
1	champion of democracy
0	nor does it seem proper
0	axis of evil dogma
0	despite its many shortcomings
0	vented her anger
0	fail
0	once looked impossible to win
0	fear and tension
1	peace
0	marred by
1	invite
0	artificial
0	wily israeli aggressors
1	has always sought
0	criticism
0	always above everything else
1	will be faithful to the laws of the republic of zimbabwe
0	problem
1	have complete confidence
0	suppression of palestinians
1	supported
0	complete with walls and razor wire
0	opposition
0	is feared by
1	palestinians' right to their own country
0	excess self confidence
1	to be invited
0	infuriated
0	him has not been pretty
0	so called
0	the worst
0	only abuse
0	kamikaze killers
0	illegible
0	with a sigh
1	sought
0	blasts
0	the refusal
0	feels uneasy
0	shoot the man out of office
0	express their concern
1	better clothed
0	pretence of a vicious war
0	as bad a human rights record as
0	who did not drop out of law school as i did
0	having put his life in danger
1	wish to raise
0	was neither free nor fair
0	it is obsolete , it does not work
0	the demonstration
0	criticizing
0	axis of evil
0	the plotters
0	loudly trumpeted
0	nor is depriving them of all their senses
0	of course
0	inhumanely
0	is in shellshock
1	sound
0	bombarded
0	squandered
0	increasing attacks
1	support
0	warned
1	downplayed
0	fundamentally flawed
0	waited angrily
0	the demonstrations
1	expand peace and security
0	thwarting
0	accused
0	unilateral
1	hoped
0	kneel in submission
0	are prepared to accept
0	declined to endorse
0	objects
1	defensively holds up the kyoto protocol
1	support
0	is either angling to end the embargo or inching ever closer to dementia
0	legal limbo
1	made the request
0	break promises
1	hopes
0	would beg for surrender
1	peaceful
0	expressed sympathy
0	was not on their side
0	put itself in a difficult position
1	the hope
0	remove their last trousers
0	had planned
1	is happy to see
0	does not come out of it well either
0	axis of evil
1	pushed
0	unlawful combatants
0	harsh criticism
0	were immediately contested
0	farce
0	under siege
1	promised
0	in the axis of evil
0	trying to harass
0	would want
0	uproar
0	claimed
0	are concerned
0	did not exactly cover himself in glory
0	spoke arrogantly , humiliatingly , aggressively
1	a success
0	renunciation of its mentality of domination and expansion , which have caused calamities and catastrophes in the past five decades
0	refused
0	befallen
0	spewed out virulent remarks
0	a scandal
0	refusal to accept
0	fear of
1	hopes
0	criticism
0	undemocratic or uncivilized
0	regret
1	seeks
0	bankrolls
0	such pessimism
0	critical opinions
0	denounced
0	humiliation
0	chain reaction
1	week that changed the world
1	to pay attention to respecting
0	now broke
1	other major achievements
1	calling for
0	fails to exploit
0	practically scream , ca n't wait till you leave
1	the cheaters were the imf
0	dictated to
1	builders
0	long been denied
0	criticisms
1	we 're going to find a way around it
1	wanted
0	opposed
1	or even eliminated
0	pointed the finger
1	wants to maintain
0	inaccurate
0	war crimes
1	voiced his gratitude
1	asked
1	endorsed
0	a man blinded by power
0	ominous phenomenon
0	a very complicated process
0	mother of terrorism
0	purely
0	bowed to
0	extreme right
1	nostalgia
0	assertively holds so dear to his heart
0	believe
0	bias against
0	could have ranted and raved
1	i'm an american and i'm damned proud of it
0	not in keeping with
0	derived nothing but encouragement
0	does not commit
0	part of an axis of evil any country which does not follow the its policies
0	concern
0	by cheating
0	discrediting
1	invited
0	give us nothing
0	against
0	axis of evil argument
1	temporary security
0	extension of its characteristic policy of hegemony
0	calling on
0	his less illustrious colleagues
0	rather than a product of comprehensive reasoning
0	staples of police states
0	thugs
1	good job , buddy
0	became too interventionist
1	support
0	risks
1	earned the most
0	no master of eloquence
0	mastermind of the terror attacks
0	unsound
1	seeks
0	did not succeed
0	dissatisfaction
0	is running so scared
0	dangerous terrorists
0	the meat was entering the food chain
0	went down the drain
1	as an unshakeable defender of this same justice
0	instability
0	acknowledged
0	noted critically
0	must stop war
1	endorsed
0	remove suspicion
0	is battling
0	ever addicted to conspiracy theories
0	thanks to
0	already volatile
0	picking on
1	is reasonable
1	work hard and with honesty
0	israel is one of the us states
1	congratulated
1	can support
1	had expressed optimism
0	breeding ground
1	willingness
0	most disturbing
0	have criticized
0	what could be worse
0	ugly split
0	reject
0	the evil that must be destroyed
0	was tougher
1	a number of useful applications
0	both ridiculous and odd because they all seemed to be playing games
0	are worried
0	oppressive israeli military campaign
0	hostility towards
1	successful
0	plotting
1	has been somehow respected
1	humanely
0	concern
0	would be unmasked
0	hate
1	active role
0	enemy
0	would not
1	want
0	far reaching repercussions
0	may not receive a fair trial
0	fundamentally can not accomplish anything
1	better than anybody could have hoped for
0	the war maniacs
0	was turned down
1	looked to
0	not welcome
1	promoter , stabilizer and balancer
0	look clueless as to what really is inhumane
0	in chain to another side of the globe
0	either
1	have the goal of peace in mind
1	considered
1	with a large degree of confidence
0	according to washington 's claim
0	criticism over
0	are gunning down innocent people on daily basis
1	came forward justifying
1	was satisfied
0	should better withdraw its support to the forces of injustice , tyranny and oppression in the world
1	considers
1	wants
0	summits , '
0	no longer quite ready to follow
1	congratulated
0	evaluated
0	but also above
1	nor will mr stoiber have any illusions
1	have sought
0	threatens
0	according
0	fomented or backed by the cia and the pentagon
0	incessant irritant
0	being dishonorable
0	had rebuffed
1	calling on
0	fear
0	aggressively harping
1	should always
0	very well defined and perverse
0	harm
0	new political perspective
1	glorious past
0	deceptive ploys
0	ineffective
1	dominant
1	to support
0	it is inevitable for injustice to meet denunciation and rejection
0	was angered
0	closer to that of cowboys than to a civilized mentality
1	positive
0	can not solve
0	warns
1	free and fair
0	evil
0	exploited
0	war freak
0	alarm
0	rising chinese threat
0	it is itself the violator of human rights
1	urged
1	stick to his principles
0	masterminding
0	demeaned
1	willing
0	in addition to
0	demanded heavy expenditure
0	was nothing but
0	hegemonic
1	better fed
0	claimed
0	indeed the ring leader and empire of evil
1	substantially free and fair
1	became hopeful
1	highly in favor
1	promised
0	will put up with
0	double crime
0	rig
0	that sort of trust takes several years , if not an entire generation , to rebuild
0	weary
0	the definition of a democratic regime is subjected to double standards
0	pretending to forget
0	the status of golden boy
0	feels constrained to reject
1	preference
1	humane
0	plotting
0	stinginess
0	has become tense again
0	accusations
1	content
1	be completely satisfied
0	could be hobbled
1	the fatherland 's reunification
0	fit of force
1	urge
1	want
0	brushed aside
0	ignored
1	is a legitimate struggle
0	have avoided
1	acceptable
0	has provoked concern
0	accused
1	endorsing
0	objections
0	mutiny
1	grand bargain
0	to labeling
0	is not appropriate
0	human rights violations
1	render their firm support
0	wept over
1	hopes
1	imperialists are weakening and aspirations to independence are strengthening
1	believes in
0	strongly condemned
0	the entire palestinian people
0	on the rise
1	support for
0	for months
1	do support
0	deviate
0	certain excesses
0	take to the streets
0	thousands of its supporters denied the vote
0	despite overwhelming evidence of voter intimidation and manipulation of polls
0	condemned
0	outrage
0	believe
0	do n't look natural
1	back on track
0	cronies
1	very warm
0	objected
1	sought
0	high degree of difficulty
0	everything seems to be collapsing
0	gave free rein
0	bloated budget
1	wants
0	mate up with terrorist organizations
0	would not recognize
1	fairly
0	warned
0	am afraid
1	treated with respect
1	championing
0	we are living in a politically highly sophisticated society
1	destined to collapse
0	did not agree
1	supports
0	intimidate
0	axis of evil
1	the consensus
0	are in no way in favor
0	concerns
1	will be instrumental
1	interests
0	tarnishing the image
0	bitter deadlock
0	reckless
0	are denouncing
0	they are a bit of a tangle
0	seeking its own profit
1	security
0	would not support
0	chanted
1	fully respected
1	would like
0	warned
0	significant
0	place additional restrictions on freedom of expression and the press
0	would not solve the problem
1	be willing
0	cold war heritage
1	generally benefit
0	axis of evil
0	denied
0	considers
0	confiscate
0	had appealed
0	human rights violation
1	thanked
0	because of what they did
0	in vain
0	unmistakable and potentially disastrous
0	violating
0	proclaimed
1	the trip of a lifetime
0	not what it is all about
1	is considered
1	justice
0	deprived arab land
0	widespread problem of torture
1	called for
0	accusations
0	slander
1	promote meetings
1	enjoying
1	the power of
0	accuses
1	independent
1	may better
0	immediate trial for alleged crimes
0	to deny
0	cracks are appearing
1	continue to urge
0	has never tried
1	competitiveness
0	wary
0	threaten
0	world 's policeman
1	makes sense
1	expressed satisfaction
0	most glaring
0	ridicule
0	is afraid of
0	deliberately withholding food
1	to imagine
0	free and fair ballot will remain a mirage
0	requests , through a bulletin
0	accidental slight
0	enormous concern
0	criticized
0	has become irritating
0	criticizes
0	the reactions
0	calls
1	indeed a good day
0	only to mislead
0	totally lack planning and administrative control
0	surrounded to the point of strangulation
0	could trigger a reaction
1	as friends or not evil
0	enemies of america is not just
1	highly respected
1	solid and cordial
0	an excuse to pursue another unilateral offensive
0	complaint
1	support
1	to seek reconciliation
0	criticized
0	the opposition members have a loaded gun at their head with mr mugabe 's fingers on the trigger
1	is the appropriate one
0	nothing other than
1	is ready to support
1	hoped
1	aspirations
0	injustice can not last long
1	insisted
0	show a country on the verge of a civil war
1	called on
0	dramatic
0	it is not possible to rule out the risk of a breakdown
1	cherished
1	sought
1	thunderous applause
0	had no sooner warmed the coveted seat
0	must no longer be encysted
1	active
1	have been signed to promote
1	advice
0	sharp international rebuke
0	can never be just one guilty party
0	has confessed
0	to its knees
0	accused
1	support
0	will have a political burial here tomorrow
1	responding positively
0	reactions of repulsion
0	disagreement with
0	imposing constraints
0	fair
0	conquering
1	believe
0	illegitimate
1	right and proper
0	retaliated
0	warned
0	rigged the poll in favor of
1	favour independence
1	seek
1	good
0	kick chavez out of power
0	yield
1	wanted to rope in
0	their auxiliaries from the northern alliance
1	imagine
0	if a rocket launch fails
0	extremely easy
0	looks
1	considers
0	jeopardy
1	do their best
0	denied its citizens their legitimate rights
0	attempted
0	would never readily agree
0	desperately needs
0	financial disaster
0	exterminate
1	legitimate
0	regained
0	chooses to disregard
0	had become one of the sides of the axis of evil
1	promises
0	went along
0	could cause serious damage
1	democracy , transparency , and corruption free system
0	is taking the risk
1	fortunately
1	tamed inflation
0	axis of evil
1	overwhelmingly
0	do n't support
0	destroys
1	call on
0	seems to be determined to expand the scope of the anti terror war
0	islam is not alone targeted
0	legitimate rejection
0	hapless vanquished
1	promise
1	unwavering will
1	living in peace
0	launched a stinging attack
0	axis of evil
0	voiced its protest
0	either they fail outright
0	disappoint
0	failed coup
0	symptom of the 23 years of war that has devastated afghanistan
0	never doing anything unprofitable
1	for the generosity of his soul
0	taiwan independence'
0	turned him down
0	ignoring
0	impose
0	might raise the hackles
1	would seek
0	massively rigged
0	israeli government does its utmost to hamper the peace process
0	no spirit of independence
1	admires
1	good intentions
1	however
0	readily
0	ideological fight against capitalism
0	to denounce
0	however fraudulent
0	posed a credible security threat
1	invitation
0	running so scared
0	grim and complicated
0	not tolerable
0	private diplomacy
0	meaningless
0	may feel uneasy
0	condemned
1	many thousand generously funded
1	was seen
0	it is nothing more
1	must demand
0	roughly
0	thugs
0	attitude
1	hope
0	did not adequately allow the free and fair expression of will
0	made the opposite mistake
0	wave of social tension
1	greater
0	reached boiling point
0	denunciation and rejection
0	this country can only be dragged along , but wo n't get anywhere
0	fantasy of a world kingdom
0	the gitmo gandhis
1	humane
0	sanctions message
1	contributed greatly to the success
1	smoothly
1	decided to back
0	continues to refuse
0	traitorous
1	great leader
1	lacks
0	however
0	is also paying the price
1	seek
0	storm the castle
0	would never
0	if you 're not with us , you 're against us
0	wrong
1	more credible
1	shows solidarity with the west
0	second only to that of a nuclear war
0	brouhaha
1	substantially represented
0	a national security threat
0	these faces are wearing army uniforms
0	dangerous
1	even in the midst of tragedy , specially in the midst of tragedy , god is there
1	commended
0	worst
0	gravity
0	fudged
0	but is it really true
0	is sure
0	reverted
0	at the expense of
0	arbitrarily
1	completely supports
1	patience
0	yet another burden
1	these goals
0	an excuse
1	supreme sacrifice
1	would support wholeheartedly
0	it will just be dragged along
0	lacks credibility and can not withstand any objective scrutiny
0	presumptive
0	one of the worst examples of rights abuses
0	loud opposition
1	endorsed
0	freak show
1	has confirmed
0	creeps
0	are to blame
0	the suspicions
0	biased
1	compromising
1	to obey those in authority
1	sovereignty and land in spirit
0	objections
0	weakening
1	excited
0	the extent to which this guy 's legal rights are being subjugated to the australian government 's shuttle diplomacy with the us
0	making liberal use of the but construction
0	pit against
0	knock
0	setback
1	were honest
1	its support for
1	i will have won
0	most vicious war maniac
0	severely
0	frighten tourists and investors away
1	upholding
1	has a point
0	already over taxed economy
0	have been warned
0	criticism
1	called for
1	supporting
0	spout
0	smell of danger
0	the man standing in the way
1	true
1	had repeatedly asked
0	to protest
0	fears
0	a stolen victory and an illegitimate government
0	suspicions
0	axis of evil
0	in a way that threatens
0	being torn to bits
0	a pariah
1	mutual understanding and patience
0	denounced and attacked
0	it will not be a coup so long as the united states thinks it is not
1	based on peace and justice
1	just want
0	menace
0	were widely criticized
1	would be solved through peaceful means
0	the way washington is treating these prisoners
0	or so it claims
0	were protesting
1	personal safety to be ensured
0	impede the functioning of a multi party democracy
1	the request of
1	fortunately
0	remaining problems
1	as a guarantee of stability
0	final straw
0	killing innocent children and people
0	rejected
0	warmongering
0	about cold blood accomplices to murder , because that is what these al qa'ida disciples at guantanamo bay are
0	should not tolerate
0	declining to endorse
0	steal this election
0	lashed out
0	could contaminate
1	appeals
1	high
1	perhaps the international community is right
1	eyeing
0	suffers
0	one palestinian population center after another
0	it is pure rhetoric
0	scaring away
0	raising concerns
0	add fuel to the raging fire
0	are feeling
1	can count
0	can never remove the shackles of repression
0	has refused to bow
1	insists
0	this cruelty
0	nothing whatsoever
0	axis of evil
0	however
0	brutal and oppressive rule
0	used to further his electoral chances
1	were supporting
1	has still put space exploration as a top priority
1	well recognized
0	threats
1	accepted
1	strong support expressed
0	the protests
0	already placed him in the evil camp
0	protests
1	prosperity
0	sitting on the sidelines
1	suggested
0	axis of evil
1	defended
0	can not
0	through a crafty ruse
0	getting mixed up with crime , drugs , and violence
0	perhaps it is perverse
1	all join in
0	satisfied in any way
1	not as the ticket of last resort
1	appreciated
0	oh , the horror
1	neo colonialist
0	arrogant
0	oversight
0	largely try to keep as much hegemony
1	backed
0	falsifying history
0	greek dagger that is thrust into the heart of anatolia
0	human shields
1	positive
1	more eminent , neutral
0	no protection
1	support for
1	assurances
0	not a man who likes to improvise
0	uproar
0	attempts to suppress
1	as a patient
0	unless drastic measures are taken , we are on the way
1	support
0	complete and blind bias toward israel
0	its selfishness
0	wants
0	one of the greatest problems
0	ulterior motives
0	subsequently
0	had argued
0	threatened
0	provocation
0	tensions
1	just and legitimate
1	called for
0	even worse
0	supposed pre eminence
1	a human virtue
0	unrealistic
0	refusal
1	it is a positive development
0	the criminals
0	cages
0	would be targeted one by one
0	it did not apply even to black people held in jail in the southern united states until a few years ago
0	anti israeli decisions
0	hardline
0	cried
0	grave civilian suffering
1	to support
1	owing allegiance
0	not a successful choice
1	hopes
0	rows
0	threatens
0	rejection
0	the important point
1	with a large degree of confidence
0	find itself an outcast of
0	eliminating its enemies
0	covert motive
0	denounce
1	would not be a bad idea
0	everything good and nice
0	terrible
0	markedly different
0	not considered
0	expected
0	to send a memorandum of protest
0	no small number of critical shots
0	an aberration that goes against mankind
0	challenged
0	warnings
0	blair report
0	scuzz
0	extremely threatening
0	the superpower has decided to wage war and administer justice all on its own
0	was not delighted with
1	peace
0	act of terrorism
0	have no intention
0	would go against
0	inept , abusive and authoritarian government
0	deep unpopularity
0	want to avoid
0	rather flimsy
1	wisely
0	is diametrically opposed
0	second side in the us axis is israel
0	denying
1	a peaceful environment
0	disrupt
1	nod to
0	shared responsibility for the massacres
0	all this time
0	dropping
1	solid and often eloquent
0	spiteful attitude
1	a window to the century
0	dispute
0	worrying trend
1	surged
1	actively contributed
0	adopt an aggressive policy
0	lowly outpost
0	lack of transparency
0	paralyzed
0	irresponsible
1	to back
0	of all the unconscionable things
0	not an acceptable method
1	legitimate
0	tough guys
0	constitute a serious insult
1	will be welcomed
0	british puppet like tsvangirai
1	always justifies
0	peaceful reunification
0	the daunting problem of sparking an economic recovery
1	will of
0	biggest global problem we are facing today
0	play into the hands
1	congratulates
1	blow to
0	desperate tableau
0	good pupils
0	exacerbating
0	trying time
1	tilted in favor of
0	unfounded charges
0	government orchestrated
0	high level of politically motivated violence
0	almost grotesquely
0	the ideal of a world kingdom
1	ever improving
0	do not recognize
0	difficult israeli demands
0	only reason for this would be
1	legitimate
0	insults
0	expresses the concern
1	was hopeful
0	have been divested of many of their basis rights
0	sadly
1	wants
0	felt
0	accused
0	impossible
0	claim
1	learn to accept
0	lot of heartbreak over the years
0	war against terrorism'
1	my promise
0	apprehensions
0	of more
0	to attack
0	suspected
0	blame
1	strong
0	imposed on the palestinian people by force for more than 34 years now
0	is accused
1	takes into consideration
0	are getting coddled
1	reaffirmed cooperation
0	subjected
1	thanked
0	legal protection and backing
0	it is a futile illusion because it is a lie
0	fears
0	inhumane
0	has considered
0	not going to let it go
0	plausible pretext
0	were ill received
0	charged
1	intensive efforts that our big sister , egypt
0	nothing more
0	force us
0	more and more difficult
1	recognition
0	bold
0	disenfranchised
0	ambiguity
0	disturbingly long term
0	sharply questioned
0	nothing more than an embellishment
0	disapprove
0	is worrying
0	not yet
0	mere reproduction of unverified and unsubstantiated reports
0	failed
0	criticism
0	axis of evil
1	is reflected
0	accused
0	hurry up and wait
0	arouses fears
0	worlds cracked apart
0	to seek to target
0	club med
1	good
0	attacks
0	dogged
0	grave violation
0	the evil empire
1	more interested
0	joined in a giant protest
1	strategy calling for
0	particularly disturbed
0	ever subtle
1	am pleased to send my warm congratulations
0	unprecedented
1	to seek help
0	forms a wretched background
0	discontent
0	conspiring
1	good relations
0	telling
0	seriously violated
1	will become one of the best elements
0	legal
0	making remarks unfavorable
0	pretext
0	basic doubts
0	protests
0	big drawback
0	the danger
0	suspicions of
0	threatening long held human rights principles
0	racial prejudice
0	not you , sirs and not the one person in 10 downing st , tony blair
0	would have to be drastically revised and curtailed
1	setting partisan attitudes aside
1	support
0	is a gross mistake
1	continues to seek
1	continuously cooperating
1	urging
1	peaceful
0	that extreme
0	refuses
1	the best role model
1	water tight
1	does not rule out
0	warning
0	such a report
1	runaway
0	seems to be murky here
0	have issued advisories
1	will force the wto to change
0	disappointment
1	a free hand regarding chechnia
0	do n't want
1	was effective especially
0	force us
0	berating
1	declared
0	rejection
1	are more interested
0	club fed
1	hailed
0	in the lurch
0	is denying
0	fails to mention
1	wanted
1	want
1	very useful
0	inhumane
0	unilateral policy does not identify any limits for itself
1	refusing to buckle
1	recognized
0	instigating
0	sap the country 's energy
0	greenpeace is here to voice the concerns of millions of people
0	entirely run counter to the aspirations
0	pretext to crack down on legitimate dissent
0	now is not the right moment
1	victory
0	will not be able lay claim to a worthy place in the civilized world
1	wants to push ahead
0	resort to all means to impede the march for peace
0	cautioned
1	enthusiastically asked
1	supports
1	interest
1	uphold
1	want
0	dismissed
0	in the face of
0	definitely the third side will go to no one but britain
0	are extremely concerned
1	allow for a free and fair presidential election
1	does not turn a blind eye
0	would be reluctant
1	was a strong desire among
1	could not be clearer
0	it could devalue and spark inflation
0	expressed concern
0	so worried
0	disagreed
0	are upset
1	respect their parents and teachers
1	hope
0	so called
1	hoped
0	more ineffective
0	whose hair is not blondest of the blonde
1	recommendations
1	urged
1	tremendous efforts
0	strongly criticized
1	feel at ease
1	can not refuse offering cooperation
1	extremely strong support
0	his band of thugs that have brutalized the people of zimbabwe
1	was finally accepted
0	wantonly infringing
1	leading role
1	supporting
0	military bastions and bases
0	accusing
0	intimidation
0	uncontrollable social situation
0	feeling of uncertainty
1	sought
0	crisis
1	support
0	the model to follow
1	more politely
0	impose
1	the support
0	muscle flexing
0	absolutely do not go
0	was particularly pleased
1	dignity
0	blame for this fruitless effort
0	prejudging
0	plotting
1	desirable
1	will circumvent
1	success
0	worthy arguments
0	settle the accounts
0	particularly great
0	controlling the world of politics globally
0	threatening
0	worried
0	neocolonial attempt
0	would be a disaster
0	found little to object to
0	thinks
0	unrest
0	forever
0	falsified
0	uncontrolled violence would be unleashed
0	have warned
1	great contributions
1	celebrate
0	undermining
0	business as usual
0	such baseless accusations
0	systematic campaign of violence and intimidation
0	sensory deprivation
1	wish
0	chaotic
1	quiet diplomacy
1	imperative for harmonious society
1	in supporting
0	struggling to merely distance themselves
0	disdain and wrath
1	legitimate
0	to create the impression
0	more prudent
0	pariah and evil nations
0	you face a catastrophe
0	not only prejudice
0	hostile international attention
0	without admitting
0	rejected
0	an axis of evil
1	hoped
1	the best way
0	killers
1	more attentive
0	waging a ruthless war
0	criticizing not
0	was baffled
1	come to its senses
0	impeding
0	violated
0	neo colonialism
1	bring hope for african economic renewal and greater democracy
0	unlawful combatants , not pows
1	was lobbying
1	enhanced
0	get out !
1	gives the saudi government its due
0	feel
0	would not accept
0	no more than an improved carbon copy
1	to the liking of
0	was also quite naive
0	are considered
0	false
0	as a consequence
0	the dissent
0	would have enormous implications
1	damned proud
0	feels
0	condemned
0	will erode public 's confidence
0	warned
0	fundamental importance
0	babysitters
0	failed to provide any evidence
1	endorsed
1	is a story of success
1	appreciated
1	more realistic attitude
0	i am a jailed president
0	is making a mistake
0	will be an increasing number
1	spirit of cooperation and understanding
0	the concerns voiced
0	unreasonable
0	irritate
1	will back
0	confusion
0	claiming
0	stay in denial
0	has denounced
1	punish
1	defends a different posture
0	sudden deterioration
0	it could be better
0	totally disagree
0	or think they know
1	a great political triumph
0	the same unilateral policy
0	hatred
0	shocking swing
1	strong base for bringing about calm and stability
1	backing
0	warned
1	most importantly constructive and positive
1	however
0	aid for terrorists
0	just about every shady tactic in the book
0	the protest
0	nations with a terrible history
1	taking the stand supporting
1	invited
0	were critical of
1	that concessions are sufficiently concrete
0	no more
1	the situation is great
0	murder all of us
0	abundantly clear
1	seeking freedom
1	support
0	the further
0	moments of terror
1	has taken a stand in support
1	to support
0	hesitated
1	is unequivocal in its u s support
1	tone down
0	refused to receive
1	thanks to increased public awareness and access to information
1	justice must be done
0	would be nothing without the chic and prestige conferred by elite u s universities
1	mdc sympathies
0	club gitmo
1	looking radiant
0	not in its favor
1	admiration
0	applaud everything
0	axis of evil
0	rejected
1	very pleasant for
0	can and should never be
0	war mongering
1	timely
0	violation
1	strictly abide
0	balkanisation
1	are going to great lengths to talk about
0	to refuse
1	hopes
1	preach
0	can only speak of
0	going to crush my nuts
1	thanked
1	should be opportunities
1	claiming
1	the jewel of the us constitution
1	preservation of democracy and human rights
0	something else
0	opposition
1	supporting
1	beneficial
0	dissatisfied
0	gives constant demonstrations of discontent and irritation
0	criticism
0	lambasted
0	unexplained logical basis
0	do n't want
1	good luck
0	did not show the slightest sympathy , still less the least regret
0	far more bares bones
0	avoid deepening
0	completely isolated
1	fight peacefully for their own freedom
0	fears
0	unsubstantiated
0	intense dissatisfaction and frustration
0	individual acts of insubordination
0	undermine
1	has called for
0	brutal
1	beseeched
1	a sense of belonging
0	responsible for
0	would improve
0	getting strong criticism , denunciation , and rejection
0	devastatingly sarcastic
1	wished
0	tending to express itself outside of any institutional control
1	to accept
0	willing to escape , to kill themselves and others
1	stand beside right and justice
0	chanting
1	signalling our support for
1	thanks to
0	is reluctant
0	weak
1	embrace of the past
0	may not
0	is colored by leftist ideology
1	in a statement appeals
0	admitted
0	threat
0	that axis of evil statement
0	condemnation
0	accuses
0	pretended
1	universal character of the prophets
0	accused
0	was explicitly embraced
0	despise
0	filing the complaint
0	guilty of using excessive force
0	more suffering
0	was it only the wish of socialist propaganda in those words
0	no one , however , is giving a hearty thumbs up to mr tobin
1	a true muslim fighter
0	warned
0	shameful
0	i lost any sense of dignity
0	to deny them an appeal before court of law
0	the failure to discuss
0	to determine the outcome of an african election in europe
0	now heaped upon
0	merely an interlude
0	the number one country in wmd and ballistic missiles sales and concerned technology sales
0	against terrorism
1	had thanked
1	put an end to sensitivities , hatred , and injustice
0	did not intend to ratify
0	other slightly troubling images
0	bellowing
1	victory of justice and freedom
1	peaceful settlement
1	all was not lost
1	the civilized world
0	was conducted in such a way as to favour the ruling party
0	slander
0	believed
0	would be regarded
1	pleasure displayed
0	if arafat fails to fulfill them
0	not in line with
0	collapse from within
1	better situation
0	refusal
1	support
1	will
1	promote
0	devastating
1	desire
0	opprobrium
0	voiced his concern
1	wanted
0	has rejected
1	promised
0	indulging in blood shed and their lunaticism
0	blamed
0	unilateral
1	commitments
1	relieved
0	an air of indignation
1	even
0	condemning
0	will only
1	will be asked
0	we look at a bleak future
1	wanting to return
0	the american empire
0	obvious concern
1	the world will be much safer
0	not at all
1	want
0	war crimes or bloody massacres
1	absolutely the right thing to do
0	were left frustrated
0	complained
1	appease
0	giving him free rein to arrest at will
0	celebration ,
1	favouring independence
1	upgrade its competitiveness
0	merely
0	were opposed
1	democracy
0	above all contradictory
1	in order to end occupation and settlement in their territories
0	fait accompli
1	at last
1	has a soft spot
1	collapsed
0	lump
0	expressed his condolences
1	uplift
0	unfair
0	are still worried
1	really cleaning up
0	loathsome action
0	am afraid to say
1	is going to be interesting
0	axed
0	oppose
0	no to negotiations
0	has been accused
1	he could be very useful
0	follow suit
